"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"CO6_4","SMD_0603_CAPC1608X80N","24.4mm","32.7mm","24.4mm","32.7mm","24.4mm","33.5mm","T","270.00","(OPT)1nF"
"CO6_3","SMD_0603_CAPC1608X80N","217.4mm","24.4mm","217.4mm","24.4mm","216.6mm","24.4mm","T","360.00","(OPT)1nF"
"CO6_2","SMD_0603_CAPC1608X80N","225.6mm","217.3mm","225.6mm","217.3mm","225.6mm","216.5mm","T","90.00","(OPT)1nF"
"CO6_1","SMD_0603_CAPC1608X80N","32.7mm","225.6mm","32.7mm","225.6mm","33.5mm","225.6mm","T","180.00","(OPT)1nF"
"CO5_4","SMD_0603_CAPC1608X80N","24.4mm","51.7mm","24.4mm","51.7mm","24.4mm","50.9mm","T","90.00","(OPT)1nF"
"CO5_3","SMD_0603_CAPC1608X80N","198.3mm","24.4mm","198.3mm","24.4mm","199.1mm","24.4mm","T","180.00","(OPT)1nF"
"CO5_2","SMD_0603_CAPC1608X80N","225.6mm","198.2mm","225.6mm","198.2mm","225.6mm","199mm","T","270.00","(OPT)1nF"
"CO5_1","SMD_0603_CAPC1608X80N","51.7mm","225.6mm","51.7mm","225.6mm","50.9mm","225.6mm","T","360.00","(OPT)1nF"
"CO4_4","SMD_0805_CAPC2012X145N","20.3mm","60.5mm","20.3mm","60.5mm","21.2mm","60.5mm","T","180.00","22uF/6.3V"
"CO4_3","SMD_0805_CAPC2012X145N","189.5mm","20.4mm","189.5mm","20.4mm","189.5mm","21.3mm","T","270.00","22uF/6.3V"
"CO4_2","SMD_0805_CAPC2012X145N","229.6mm","189.5mm","229.6mm","189.5mm","228.7mm","189.5mm","T","360.00","22uF/6.3V"
"CO4_1","SMD_0805_CAPC2012X145N","60.5mm","229.6mm","60.5mm","229.6mm","60.5mm","228.7mm","T","90.00","22uF/6.3V"
"CO3_4","SMD_1210_CAPC3225X279N","20.4mm","63.2mm","20.4mm","63.2mm","21.9mm","63.2mm","T","180.00","220uF"
"CO3_3","SMD_1210_CAPC3225X279N","186.8mm","20.4mm","186.8mm","20.4mm","186.8mm","21.9mm","T","270.00","220uF"
"CO3_2","SMD_1210_CAPC3225X279N","229.6mm","186.8mm","229.6mm","186.8mm","228.1mm","186.8mm","T","360.00","220uF"
"CO3_1","SMD_1210_CAPC3225X279N","63.2mm","229.6mm","63.2mm","229.6mm","63.2mm","228.1mm","T","90.00","220uF"
"CO2_4","SMD_0603_CAPC1608X80N","20.4mm","58.611mm","20.4mm","58.611mm","21.2mm","58.611mm","T","180.00","100nF"
"CO2_3","SMD_0603_CAPC1608X80N","193.1mm","20.6mm","193.1mm","20.6mm","193.1mm","21.4mm","T","270.00","100nF"
"CO2_2","SMD_0603_CAPC1608X80N","229.6mm","193.0999mm","229.6mm","193.0999mm","228.8mm","193.0999mm","T","360.00","100nF"
"CO2_1","SMD_0603_CAPC1608X80N","58.6013mm","229.6mm","58.6013mm","229.6mm","58.6013mm","228.8mm","T","90.00","100nF"
"CO1_4","SMD_0603_CAPC1608X80N","20.4mm","56.9mm","20.4mm","56.9mm","21.2mm","56.9mm","T","180.00","1nF"
"CO1_3","SMD_0603_CAPC1608X80N","191.4mm","20.6mm","191.4mm","20.6mm","191.4mm","21.4mm","T","270.00","1nF"
"CO1_2","SMD_0603_CAPC1608X80N","229.6mm","191.4mm","229.6mm","191.4mm","228.8mm","191.4mm","T","360.00","1nF"
"CO1_1","SMD_0603_CAPC1608X80N","56.9mm","229.5999mm","56.9mm","229.5999mm","56.9mm","228.7999mm","T","90.00","1nF"
"RI2_4","SMD_0603_RESC1608X55N","20mm","55mm","20mm","55mm","20.8mm","55mm","T","180.00","0"
"RI2_3","SMD_0603_RESC1608X55N","195mm","20mm","195mm","20mm","195mm","20.8mm","T","270.00","0"
"RI2_2","SMD_0603_RESC1608X55N","230mm","195mm","230mm","195mm","229.2mm","195mm","T","360.00","0"
"RI2_1","SMD_0603_RESC1608X55N","55mm","230mm","55mm","230mm","55mm","229.2mm","T","90.00","0"
"RI1_4","SMD_0603_RESC1608X55N","20mm","39mm","20mm","39mm","20.8mm","39mm","T","180.00","0"
"RI1_3","SMD_0603_RESC1608X55N","211mm","20mm","211mm","20mm","211mm","20.8mm","T","270.00","0"
"RI1_2","SMD_0603_RESC1608X55N","230mm","211mm","230mm","211mm","229.2mm","211mm","T","360.00","0"
"RI1_1","SMD_0603_RESC1608X55N","39mm","230mm","39mm","230mm","39mm","229.2mm","T","90.00","0"
"DI9_4","SMD_0805_LED2012X100N","20mm","37mm","20mm","37mm","18.95mm","37mm","T","360.00","(OPT)Yellow SML210YT ROHM"
